Address;AddressFM;location;point;Lat;Long
Amorbacher Weg;Frankfurt am Main Amorbacher Weg;Amorbacher Weg, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0926377, 8.6923503, 0.0;500.926.377;86.923.503
Amperestraße;Frankfurt am Main Amperestraße;Amperestraße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1183666, 8.6203377, 0.0;501.183.666;86.203.377
Amselweg;Frankfurt am Main Amselweg;Amselweg, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1048121, 8.5326398, 0.0;501.048.121;85.326.398
Amtsgasse;Frankfurt am Main Amtsgasse;Amtsgasse, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1005917, 8.5537374, 0.0;501.005.917;85.537.374
An den Bangerten;Frankfurt am Main An den Bangerten;An den Bangerten, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.12442, 8.6335745, 0.0;5.012.442;86.335.745
An den Bergen;Frankfurt am Main An den Bergen;An den Bergen, Nieder-Erlenbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2045808, 8.7151543, 0.0;502.045.808;87.151.543
An den Drei Brunnen;Frankfurt am Main An den Drei Brunnen;An den Drei Brunnen, Ginnheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1381098, 8.6499133, 0.0;501.381.098;86.499.133
An den Drei Hohen;Frankfurt am Main An den Drei Hohen;An den Drei Hohen, Preungesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1566971, 8.6959727, 0.0;501.566.971;86.959.727
An den Drei Steinen;Frankfurt am Main An den Drei Steinen;An den Drei Steinen, Preungesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1463653, 8.6940944, 0.0;501.463.653;86.940.944
An den Geiselwiesen;Frankfurt am Main An den Geiselwiesen;An den Geiselwiesen, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1408024, 8.6242871, 0.0;501.408.024;86.242.871
An den Gerlachswiesen;Frankfurt am Main An den Gerlachswiesen;An den Gerlachswiesen, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1499677, 8.7598387, 0.0;501.499.677;87.598.387
An den Kaiserpappeln;Frankfurt am Main An den Kaiserpappeln;An den Kaiserpappeln, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2035184, 8.6811422, 0.0;502.035.184;86.811.422
An den Katharinenhöfen;Frankfurt am Main An den Katharinenhöfen;An den Katharinenhöfen, Kuhwaldsiedlung, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1130254, 8.6345341, 0.0;501.130.254;86.345.341
An den Mühlwegen;Frankfurt am Main An den Mühlwegen;An den Mühlwegen, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1669882, 8.6430552, 0.0;501.669.882;86.430.552
An den Pappeln;Frankfurt am Main An den Pappeln;An den Pappeln, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1500605, 8.7616493, 0.0;501.500.605;87.616.493
An den Pflanzländern;Frankfurt am Main An den Pflanzländern;An den Pflanzländern, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1439355, 8.6245146, 0.0;501.439.355;86.245.146
An den Postwiesen;Frankfurt am Main An den Postwiesen;An den Postwiesen, Hausen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1394047, 8.6229684, 0.0;501.394.047;86.229.684
An den Riederhöfen;Frankfurt am Main An den Riederhöfen;An den Riederhöfen, Osthafen, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60314, Deutschland;50.116923, 8.7283403, 0.0;50.116.923;87.283.403
An den Röthen;Frankfurt am Main An den Röthen;An den Röthen, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1341326, 8.7115257, 0.0;501.341.326;87.115.257
An den Schießgärten;Frankfurt am Main An den Schießgärten;An den Schießgärten, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1662765, 8.6198764, 0.0;501.662.765;86.198.764
An den Weiden;Frankfurt am Main An den Weiden;An den Weiden, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1555035, 8.6598339, 0.0;501.555.035;86.598.339
An der Alten Gießerei;Frankfurt am Main An der Alten Gießerei;An der Alten Gießerei, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1430844, 8.7501902, 0.0;501.430.844;87.501.902
An der Bergstraße;Frankfurt am Main An der Bergstraße;An der Bergstraße, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1865737, 8.633757, 0.0;501.865.737;8.633.757
An der Bitz;Frankfurt am Main An der Bitz;An der Bitz, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1475855, 8.6221977, 0.0;501.475.855;86.221.977
An der Bleiche;Frankfurt am Main An der Bleiche;An der Bleiche, Nieder-Erlenbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1999604, 8.7148601, 0.0;501.999.604;87.148.601
An der Bornhohl;Frankfurt am Main An der Bornhohl;An der Bornhohl, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.19708, 8.6691331, 0.0;5.019.708;86.691.331
An der Dammheide;Frankfurt am Main An der Dammheide;An der Dammheide, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1179434, 8.6302693, 0.0;501.179.434;86.302.693
An der Festeburg;Frankfurt am Main An der Festeburg;;50.143762, 8.706576, 0.0;50.143.762;8.706.576
An der Fähre;Frankfurt am Main An der Fähre;An der Fähre, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0907414, 8.6094979, 0.0;500.907.414;86.094.979
An der Fischerweide;Frankfurt am Main An der Fischerweide;An der Fischerweide, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1522616, 8.6828492, 0.0;501.522.616;86.828.492
An der Goetheruh;Frankfurt am Main An der Goetheruh;An der Goetheruh, Oberrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0913933, 8.723348, 0.0;500.913.933;8.723.348
An der Gruckau;Frankfurt am Main An der Gruckau;An der Gruckau, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1561479, 8.7501984, 0.0;501.561.479;87.501.984
An der Grünhohl;Frankfurt am Main An der Grünhohl;An der Grünhohl, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1879379, 8.6420069, 0.0;501.879.379;86.420.069
An der Hauptwache;Frankfurt am Main An der Hauptwache;An der Hauptwache, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1135653, 8.6791648, 0.0;501.135.653;86.791.648
An der Herrenwiese;Frankfurt am Main An der Herrenwiese;An der Herrenwiese, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.081918, 8.5959022, 0.0;50.081.918;85.959.022
An der Kleinmarkthalle;Frankfurt am Main An der Kleinmarkthalle;An der Kleinmarkthalle, Innenstadt, Altstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1125769, 8.6838008, 0.0;501.125.769;86.838.008
An der Kreuzheck;Frankfurt am Main An der Kreuzheck;An der Kreuzheck, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0823495, 8.5743247, 0.0;500.823.495;85.743.247
An der Landwehr;Frankfurt am Main An der Landwehr;An der Landwehr, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1903417, 8.6359022, 0.0;501.903.417;86.359.022
An der Lindenallee;Frankfurt am Main An der Lindenallee;An der Lindenallee, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1700094, 8.6747009, 0.0;501.700.094;86.747.009
An der Litzelwiese;Frankfurt am Main An der Litzelwiese;An der Litzelwiese, Hausen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.139972, 8.6205333, 0.0;50.139.972;86.205.333
An der Lühe;Frankfurt am Main An der Lühe;An der Lühe, Hausen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1376133, 8.6220059, 0.0;501.376.133;86.220.059
An der Mainkur;Frankfurt am Main An der Mainkur;An der Mainkur, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1332313, 8.7667686, 0.0;501.332.313;87.667.686
An der Mannsfaust;Frankfurt am Main An der Mannsfaust;An der Mannsfaust, Oberrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0985743, 8.7227429, 0.0;500.985.743;87.227.429
An der Marienkirche;Frankfurt am Main An der Marienkirche;An der Marienkirche, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1431118, 8.7245919, 0.0;501.431.118;87.245.919
An der Nachtweide;Frankfurt am Main An der Nachtweide;An der Nachtweide, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1668513, 8.6560171, 0.0;501.668.513;86.560.171
An der Nidda;Frankfurt am Main An der Nidda;An der Nidda, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1120714, 8.5791148, 0.0;501.120.714;85.791.148
An der Oberen Lache;Frankfurt am Main An der Oberen Lache;An der Oberen Lache, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1046789, 8.6022316, 0.0;501.046.789;86.022.316
An der Oberpforte;Frankfurt am Main An der Oberpforte;An der Oberpforte, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1552728, 8.7576607, 0.0;501.552.728;87.576.607
An der Pfaffenmauer;Frankfurt am Main An der Pfaffenmauer;An der Pfaffenmauer, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1529134, 8.7592894, 0.0;501.529.134;87.592.894
An der Pfarrwiese;Frankfurt am Main An der Pfarrwiese;An der Pfarrwiese, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1823236, 8.6960982, 0.0;501.823.236;86.960.982
An der Praunheimer Mühle;Frankfurt am Main An der Praunheimer Mühle;An der Praunheimer Mühle, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1506839, 8.624973, 0.0;501.506.839;8.624.973
An der Ringmauer;Frankfurt am Main An der Ringmauer;An der Ringmauer, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1536786, 8.6428775, 0.0;501.536.786;86.428.775
An der Roseneller;Frankfurt am Main An der Roseneller;An der Roseneller, Berkersheim, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1738531, 8.6994659, 0.0;501.738.531;86.994.659
An der Rosenkranzkirche;Frankfurt am Main An der Rosenkranzkirche;An der Rosenkranzkirche, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1401531, 8.7219966, 0.0;501.401.531;87.219.966
An der Rotterdamer Werft;Frankfurt am Main An der Rotterdamer Werft;An der Rotterdamer Werft, Gutleutviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.09932405, 8.65895598877559, 0.0;5.009.932.405;865.895.598.877.559
An der Ruhbank;Frankfurt am Main An der Ruhbank;An der Ruhbank, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1579336, 8.7664311, 0.0;501.579.336;87.664.311
An der Sandelmühle;Frankfurt am Main An der Sandelmühle;An der Sandelmühle, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1628355, 8.649811, 0.0;501.628.355;8.649.811
An der Schwarzbachmühle;Frankfurt am Main An der Schwarzbachmühle;An der Schwarzbachmühle, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0841486, 8.5948592, 0.0;500.841.486;85.948.592
An der Seehecke;Frankfurt am Main An der Seehecke;An der Seehecke, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1251537, 8.7639482, 0.0;501.251.537;87.639.482
An der Staufenmauer;Frankfurt am Main An der Staufenmauer;An der Staufenmauer, Innenstadt, Altstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1134198, 8.6873752, 0.0;501.134.198;86.873.752
An der Staustufe;Frankfurt am Main An der Staustufe;An der Staustufe, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0870416, 8.5994691, 0.0;500.870.416;85.994.691
An der Steinmühle;Frankfurt am Main An der Steinmühle;An der Steinmühle, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.1031401, 8.5584285, 0.0;501.031.401;85.584.285
An der Tillylinde;Frankfurt am Main An der Tillylinde;An der Tillylinde, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0957494, 8.5491688, 0.0;500.957.494;85.491.688
An der Walkmühle;Frankfurt am Main An der Walkmühle;An der Walkmühle, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2005543, 8.6713614, 0.0;502.005.543;86.713.614
An der Wehrmauer;Frankfurt am Main An der Wehrmauer;An der Wehrmauer, Bonames, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1812441, 8.6604985, 0.0;501.812.441;86.604.985
An der Welle;Frankfurt am Main An der Welle;An der Welle, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1178863, 8.6720706, 0.0;501.178.863;86.720.706
An der Wellenburg;Frankfurt am Main An der Wellenburg;An der Wellenburg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1867744, 8.6352571, 0.0;501.867.744;86.352.571
An der Wildhube;Frankfurt am Main An der Wildhube;An der Wildhube, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0853988, 8.5860525, 0.0;500.853.988;85.860.525
An der Wörthspitze;Frankfurt am Main An der Wörthspitze;An der Wörthspitze, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.0998676, 8.5641323, 0.0;500.998.676;85.641.323
An der Wolfsweide;Frankfurt am Main An der Wolfsweide;An der Wolfsweide, Preungesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1466131, 8.7007629, 0.0;501.466.131;87.007.629
An der Zingelswiese;Frankfurt am Main An der Zingelswiese;An der Zingelswiese, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1039683, 8.5918465, 0.0;501.039.683;85.918.465
Andersenweg;Frankfurt am Main Andersenweg;Andersenweg, Ginnheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1473397, 8.6573584, 0.0;501.473.397;86.573.584
Andreaestraße;Frankfurt am Main Andreaestraße;Andreaestraße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1262422, 8.7116455, 0.0;501.262.422;87.116.455
Andreasplatz;Frankfurt am Main Andreasplatz;Andreasplatz, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.10245295, 8.55021773140148, 0.0;5.010.245.295;855.021.773.140.148
Andreasstraße;Frankfurt am Main Andreasstraße;Andreasstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1023785, 8.5518193, 0.0;501.023.785;85.518.193
Anemonenpfad;Frankfurt am Main Anemonenpfad;Anemonenpfad, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.106742, 8.6015661, 0.0;50.106.742;86.015.661
Angelika-Machinek-Straße;Frankfurt am Main Angelika-Machinek-Straße;Angelika-Machinek-Straße, Rebstockpark, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1137873, 8.6244277, 0.0;501.137.873;86.244.277
Ankergasse;Frankfurt am Main Ankergasse;Ankergasse, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1224661, 8.771586, 0.0;501.224.661;8.771.586
Ankunftbogen;Frankfurt am Main Ankunftbogen;Ankunftbogen, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0502804, 8.567671, 0.0;500.502.804;8.567.671
Anna-Beyer-Straße;Frankfurt am Main Anna-Beyer-Straße;Anna-Beyer-Straße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1392385, 8.6961651, 0.0;501.392.385;86.961.651
Anna-Lindh-Allee;Frankfurt am Main Anna-Lindh-Allee;Anna-Lindh-Allee, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1965479, 8.6521005, 0.0;501.965.479;86.521.005
Annabergstraße;Frankfurt am Main Annabergstraße;Annabergstraße, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0967172, 8.505687, 0.0;500.967.172;8.505.687
Annastraße;Frankfurt am Main Annastraße;Annastraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1270352, 8.6817971, 0.0;501.270.352;86.817.971
Anne-Frank-Straße;Frankfurt am Main Anne-Frank-Straße;Anne-Frank-Straße, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1608727, 8.6603596, 0.0;501.608.727;86.603.596
Anneliese-Hoevel-Straße;Frankfurt am Main Anneliese-Hoevel-Straße;Anneliese-Hoevel-Straße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1376939, 8.6947909, 0.0;501.376.939;86.947.909
Annemarie-Schlordt-Straße;Frankfurt am Main Annemarie-Schlordt-Straße;Annemarie-Schlordt-Straße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1309752, 8.5753355, 0.0;501.309.752;85.753.355
Annette-Kolb-Weg;Frankfurt am Main Annette-Kolb-Weg;Annette-Kolb-Weg, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1785866, 8.6286591, 0.0;501.785.866;86.286.591
Anspacher Straße;Frankfurt am Main Anspacher Straße;Anspacher Straße, Hellerhofsiedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.105936, 8.6218599, 0.0;50.105.936;86.218.599
Anton-Burger-Weg;Frankfurt am Main Anton-Burger-Weg;Anton-Burger-Weg, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0884558, 8.7036772, 0.0;500.884.558;87.036.772
Anton-Radl-Pfad;Frankfurt am Main Anton-Radl-Pfad;Anton-Radl-Pfad, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0861476, 8.6973173, 0.0;500.861.476;86.973.173
Anton-Schlüter-Straße;Frankfurt am Main Anton-Schlüter-Straße;Anton-Schlüter-Straße, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1926093, 8.6491727, 0.0;501.926.093;86.491.727
Antoninusstraße;Frankfurt am Main Antoninusstraße;Antoninusstraße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1597684, 8.6440884, 0.0;501.597.684;86.440.884
Antoniterstraße;Frankfurt am Main Antoniterstraße;Antoniterstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.0999849, 8.5449169, 0.0;500.999.849;85.449.169
Anzengruberstraße;Frankfurt am Main Anzengruberstraße;Anzengruberstraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1414689, 8.6669041, 0.0;501.414.689;86.669.041
Apoldaer Weg;Frankfurt am Main Apoldaer Weg;Apoldaer Weg, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0944857, 8.5025594, 0.0;500.944.857;85.025.594
Apostelstraße;Frankfurt am Main Apostelstraße;Apostelstraße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0845611, 8.6459082, 0.0;500.845.611;86.459.082
Appelsgasse;Frankfurt am Main Appelsgasse;Appelsgasse, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1242269, 8.6385691, 0.0;501.242.269;86.385.691
Aralienstraße;Frankfurt am Main Aralienstraße;Aralienstraße, Parkstadt Unterliederbach, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1059406, 8.5256912, 0.0;501.059.406;85.256.912
Arndtstraße;Frankfurt am Main Arndtstraße;Arndtstraße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60325, Deutschland;50.1176258, 8.6603582, 0.0;501.176.258;86.603.582
Arnoldshainer Straße;Frankfurt am Main Arnoldshainer Straße;Arnoldshainer Straße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1267242, 8.6090039, 0.0;501.267.242;86.090.039
Arnoldstraße;Frankfurt am Main Arnoldstraße;Arnoldstraße, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1908101, 8.6654422, 0.0;501.908.101;86.654.422
Arnsburger Straße;Frankfurt am Main Arnsburger Straße;Arnsburger Straße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1224766, 8.7022658, 0.0;501.224.766;87.022.658
Arnstädter Weg;Frankfurt am Main Arnstädter Weg;Arnstädter Weg, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0922825, 8.502009, 0.0;500.922.825;8.502.009
Arnsteiner Straße;Frankfurt am Main Arnsteiner Straße;Arnsteiner Straße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1305014, 8.6994968, 0.0;501.305.014;86.994.968
Arnswalder Straße;Frankfurt am Main Arnswalder Straße;Arnswalder Straße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1429537, 8.7592857, 0.0;501.429.537;87.592.857
Arolser Straße;Frankfurt am Main Arolser Straße;Arolser Straße, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1390729, 8.7171221, 0.0;501.390.729;87.171.221
Arthur-Stern-Platz;Frankfurt am Main Arthur-Stern-Platz;Arthur-Stern-Platz, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.12397175, 8.6064080621941, 0.0;5.012.397.175;86.064.080.621.941
Arthur-von-Weinberg-Steg;Frankfurt am Main Arthur-von-Weinberg-Steg;;50.125740, 8.771730, 0.0;50.125.740;8.771.730
Arthur-von-Weinberg-Straße;Frankfurt am Main Arthur-von-Weinberg-Straße;Arthur von Weinberg, Buchenrodestraße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.089345, 8.6596066, 0.0;50.089.345;86.596.066
Aschaffenburger Straße;Frankfurt am Main Aschaffenburger Straße;Aschaffenburger Straße, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0964674, 8.6936716, 0.0;500.964.674;86.936.716
Aschebachstraße;Frankfurt am Main Aschebachstraße;Aschebachstraße, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2011474, 8.6771318, 0.0;502.011.474;86.771.318
Assenheimer Straße;Frankfurt am Main Assenheimer Straße;Assenheimer Straße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1259764, 8.6142126, 0.0;501.259.764;86.142.126
Astronomenweg;Frankfurt am Main Astronomenweg;Astronomenweg, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1115176, 8.5320909, 0.0;501.115.176;85.320.909
Athener Straße;Frankfurt am Main Athener Straße;Athener Straße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.108373, 8.6504257, 0.0;50.108.373;86.504.257
Atzelbergplatz;Frankfurt am Main Atzelbergplatz;Atzelbergplatz, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1412776, 8.72121560177468, 0.0;501.412.776;872.121.560.177.468
Atzelbergstraße;Frankfurt am Main Atzelbergstraße;Atzelbergstraße, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1416714, 8.7198483, 0.0;501.416.714;87.198.483
Auerbacher Straße;Frankfurt am Main Auerbacher Straße;Auerbacher Straße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1426066, 8.7583028, 0.0;501.426.066;87.583.028
Auerfeldstraße;Frankfurt am Main Auerfeldstraße;Auerfeldstraße, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1451588, 8.7221654, 0.0;501.451.588;87.221.654
Auerhahnstraße;Frankfurt am Main Auerhahnstraße;Auerhahnstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1017869, 8.5850166, 0.0;501.017.869;85.850.166
Auerstraße;Frankfurt am Main Auerstraße;Auerstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1056775, 8.5521008, 0.0;501.056.775;85.521.008
Auerswaldstraße;Frankfurt am Main Auerswaldstraße;Auerswaldstraße, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1195159, 8.7135294, 0.0;501.195.159;87.135.294
Auerweg;Frankfurt am Main Auerweg;Auerweg, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1456796, 8.7190898, 0.0;501.456.796;87.190.898
Auf dem Berg;Frankfurt am Main Auf dem Berg;Auf dem Berg, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.102562, 8.5720532, 0.0;50.102.562;85.720.532
